GreyhoundName,,GreyhoundName,Earmark,Reg Date,Active,Colour,Sex,Whelp Date,Retirement Type,Status Meaning,NoticeSentBy
LADY BLAKE,98420,LADY BLAKE,TLSEZ,,False,bk,B,18/10/2018,RET,Still at premises,2022-04-20 15:53:00
LADY EMU,267600,LADY EMU,VHYMN,,True,be,B,02/02/2020,RET,Transfer is complete,2022-09-01 07:33:00
LADY HULK,63595,LADY HULK,SNJZV,,False,bk,B,01/04/2017,DIE,Died/Put To Sleep,2022-09-01 07:33:00
LADY JOHNSON,289222,LADY JOHNSON,VXQET,,False,bk,B,03/08/2020,EUT,Died/Put To Sleep,2022-03-07 06:02:00
LADY LEWIS,2548,LADY LEWIS,TQRAI,15/06/2018,True,bk,B,04/03/2018,RET,Still at premises,2022-09-14 07:33:00
LADY LIKEWISE,1781,LADY LIKEWISE,SSVQS,27/04/2018,True,bk,B,26/03/2017,RET,Still at premises,2022-02-28 06:30:00
LADY LOVE,252187,LADY LOVE,VLHQX,,False,dkbd,B,19/08/2020,RET,Transfer is complete,2022-08-11 07:33:00
LADY PANDA,1037,LADY PANDA,TTNLH,02/02/2018,False,bk,B,11/12/2017,RET,Licence Unsuspended,2022-09-14 07:33:00
LADY QUEEN,269992,LADY QUEEN,VXVYJ,,False,wbd,B,06/06/2020,DIE,Died/Put To Sleep,2022-08-25 07:34:00
LADY SAGA,901363,LADY SAGA,XLPPT,,False,bk,B,10/10/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LADY SAXON,491171,LADY SAXON,SBDRB,,False,bk,B,24/09/2017,RET,Still at premises,2022-02-28 06:30:00
LADY SONIC,110446,LADY SONIC,ULTHV,,False,be,B,26/01/2019,EUT,Died/Put To Sleep,2022-08-07 07:32:00
LADYINTHEBAY,625,LADYINTHEBAY,SXSHM,11/12/2017,False,be,B,23/07/2017,EUT,Died/Put To Sleep,2021-06-11 22:23:00
LAGANORE ROXY,99586,LAGANORE ROXY,TPSBT,,False,be,B,06/11/2018,DIE,Died/Put To Sleep,2022-09-01 07:33:00
LAGILE NEWS,901185,LAGILE NEWS,XPUJK,,False,wbe,D,10/11/2021,DIE,Died/Put To Sleep,2022-09-12 07:33:00
LAHINCH BREAKOUT,553,LAHINCH BREAKOUT,SNEBP,05/12/2017,False,bk,B,10/08/2017,RET,Still at premises,2021-12-18 06:02:00
LAHINCH BUTERFLY,385561,LAHINCH BUTERFLY,VYVPM,,True,be,D,28/08/2020,RET,Transfer is complete,2022-08-31 07:34:00
LAKE GARDA,60179,LAKE GARDA,SLBDV,,False,bk,D,05/10/2017,RET,Still at premises,2022-07-01 07:33:00
LAKEPOINT PRINCE,69007,LAKEPOINT PRINCE,TNTXY,,False,bk,D,15/02/2018,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LAKESIDE MAGGIE,828872,LAKESIDE MAGGIE,XVRVR,,False,f,B,21/07/2021,DIE,Died/Put To Sleep,2022-06-04 07:34:00
LAKEVIEW BLUE,368823,LAKEVIEW BLUE,TXNSD,,False,be,D,01/08/2018,RET,Still at premises,2022-04-22 06:07:00
LAKOTA HIGHLAND,836987,LAKOTA HIGHLAND,XYVLA,,False,bebd,B,01/08/2021,DIE,Died/Put To Sleep,2022-06-27 07:32:00
LANE RD ACHIEVE,660030,LANE RD ACHIEVE,XHBAI,,False,bd,B,18/10/2020,DIE,Died/Put To Sleep,2022-08-11 07:33:00
LANE RD NEWS,768956,LANE RD NEWS,XYUBX,,False,bk,D,24/05/2021,DIE,Died/Put To Sleep,2022-08-11 07:33:00
LANG SYNE,65547,LANG SYNE,SNKJS,,True,bk,B,22/09/2017,RET,ICC Record edit,2021-11-22 06:01:00
LARABEL DUCHESS,117999,LARABEL DUCHESS,UBVYB,,False,bk,B,02/04/2019,EUT,Died/Put To Sleep,2022-09-17 07:33:00
LARAVOULTA LIGHT,423832,LARAVOULTA LIGHT,XPLIH,,False,bk,B,13/06/2021,DIE,Died/Put To Sleep,2022-09-12 07:33:00
LARAVOULTA LILLY,282305,LARAVOULTA LILLY,VPVRJ,,False,bebd,B,22/03/2020,DIE,Died/Put To Sleep,2022-01-07 06:02:00
LARAVOULTA REBEL,753771,LARAVOULTA REBEL,VPVQJ,,False,be,D,22/03/2020,EUT,Died/Put To Sleep,2022-09-12 07:33:00
LARKINS BELL,295016,LARKINS BELL,UXDUX,,False,bd,B,19/09/2019,EUT,Died/Put To Sleep,2022-09-16 07:33:00
LARKINS BREEZE,295130,LARKINS BREEZE,UXDPA,,False,bk,B,19/09/2019,EUT,Died/Put To Sleep,2022-06-11 07:33:00
LARKINS GENERAL,68842,LARKINS GENERAL,SPNXI,,False,bk,D,19/06/2017,EUT,Died/Put To Sleep,2022-06-11 07:33:00
LARKINS GIRL,154375,LARKINS GIRL,UXAVT,,False,wbk,B,19/09/2019,EUT,Died/Put To Sleep,2022-06-11 07:33:00
LARKINS RUN,154336,LARKINS RUN,UXHQE,,False,bd,D,19/09/2019,DIE,Died/Put To Sleep,2022-07-16 07:33:00
LASS FOR CHARLIE,54996,LASS FOR CHARLIE,RHESZ,,False,bk,B,13/05/2016,RET,Licence Unsuspended,2022-09-04 07:32:00
LASSANA PADDY,305474,LASSANA PADDY,UPSZJ,,False,bk,D,21/10/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
LASSINAGH GRAND,55167,LASSINAGH GRAND,RYREX,,False,bd,B,08/04/2016,DIE,Died/Put To Sleep,2022-07-20 07:32:00
LASSINAGH JET,118252,LASSINAGH JET,UYBIJ,,False,bkw,D,01/05/2019,DIE,Died/Put To Sleep,2022-09-16 07:33:00
LASSINAGH REBEL,55177,LASSINAGH REBEL,RYANH,,False,bd,D,08/04/2016,DIE,Died/Put To Sleep,2022-07-20 07:32:00
LASSINAGH SUPER,86,LASSINAGH SUPER,RYNKT,04/04/2017,False,bd,D,08/04/2016,DIE,Died/Put To Sleep,2021-02-09 11:55:00
LATE JET,564472,LATE JET,UPJRA,,False,be,D,25/07/2019,DIE,Died/Put To Sleep,2022-08-13 07:33:00
LATEST WHISPER,56566,LATEST WHISPER,RBNEA,,False,bk,D,06/09/2016,RET,Still at premises,2022-03-19 06:03:00
LATTON LOOPY,72465,LATTON LOOPY,TSZHI,,False,bkw,D,25/04/2018,DIE,Died/Put To Sleep,2022-09-01 07:33:00
LATTON LOTTO,632524,LATTON LOTTO,TSXED,,False,bk,B,25/04/2018,EUT,Died/Put To Sleep,2022-09-04 07:32:00
LATTONSUILAMHAIN,3413,LATTONSUILAMHAIN,TSSMZ,08/08/2018,False,bk,B,25/04/2018,EUT,Died/Put To Sleep,2022-04-22 06:07:00
LAUGHIL TONY,675747,LAUGHIL TONY,XBEMM,,False,bkw,D,23/01/2021,EUT,Died/Put To Sleep,2022-09-13 07:33:00
LAVALLY CONNOR,157721,LAVALLY CONNOR,UPRIE,,False,bkw,D,08/11/2019,DIE,Died/Put To Sleep,2022-03-06 06:03:00
LAWLESS CAESAR,836,LAWLESS CAESAR,RNPYH,10/01/2018,False,bk,D,27/09/2016,RET,Died/Put To Sleep,2022-05-11 10:32:00
LAWLESS LADY,163100,LAWLESS LADY,VVUSM,,False,bk,B,28/11/2019,DIE,Died/Put To Sleep,2022-08-30 07:33:00
LEAD SINGER,597858,LEAD SINGER,VUHSD,,False,wbe,B,03/11/2020,DIE,Died/Put To Sleep,2022-09-03 07:34:00
LEADERS LEGEND,211025,LEADERS LEGEND,VBBIP,,False,bk,D,21/10/2020,DIE,Died/Put To Sleep,2022-09-11 07:34:00
LEAHA ANNIE,72151,LEAHA ANNIE,TYAZZ,,False,bkw,B,22/04/2018,DIE,Died/Put To Sleep,2022-07-07 07:33:00
LEAHA DUKE,64814,LEAHA DUKE,SYPBU,,False,bk,D,22/07/2017,DIE,Died/Put To Sleep,2022-06-07 07:33:00
LEAHA KATIE,72191,LEAHA KATIE,TYRIN,,False,bkw,B,22/04/2018,DIE,Died/Put To Sleep,2022-06-24 07:32:00
LEAHBELLE,15931,LEAHBELLE,UKQHU,16/09/2019,False,bk,B,02/05/2019,RET,,2022-04-20 15:28:00
LEAHS GOLD,93758,LEAHS GOLD,TBTYH,,False,bkw,B,16/09/2018,DIE,Died/Put To Sleep,2022-05-26 07:33:00
LEAHYS CHARMER,522301,LEAHYS CHARMER,TYVPN,,False,bk,B,20/09/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
LEAHYS PADDYKAY,184942,LEAHYS PADDYKAY,VYSTE,,False,bk,D,08/10/2020,DIE,Died/Put To Sleep,2022-06-30 07:32:00
LEAHYS RAMBO,108487,LEAHYS RAMBO,UYABJ,,False,be,D,16/12/2018,RET,Still at premises,2022-07-27 07:34:00
LEAMANEIGH DREAM,4684,LEAMANEIGH DREAM,THBVR,27/09/2018,False,bk,D,04/07/2018,EUT,Died/Put To Sleep,2022-02-28 06:30:00
LEAMANEIGH GAOTH,782066,LEAMANEIGH GAOTH,XXNHB,,False,bk,D,23/06/2021,DIE,Died/Put To Sleep,2022-07-06 07:34:00
LEAMANEIGH LOST,134976,LEAMANEIGH LOST,UHQVK,,False,bk,B,10/08/2019,DIE,Died/Put To Sleep,2022-02-03 06:05:00
LEAVETHEMASKON,117159,LEAVETHEMASKON,UBYUB,,False,bk,B,03/03/2019,RET,Licence Unsuspended,2022-06-18 07:34:00
LEINSTER KIWI,366134,LEINSTER KIWI,VDIUL,,False,bd,B,02/08/2020,EUT,Died/Put To Sleep,2022-08-12 07:34:00
LEINSTER LEXI,14447,LEINSTER LEXI,UDDIS,07/08/2019,True,wbk,B,11/03/2019,RET,Still at premises,2022-09-16 07:33:00
LEMON AUBREY,126270,LEMON AUBREY,UXDUJ,,False,be,B,13/05/2019,RET,Still at premises,2022-09-08 07:33:00
LEMON BERNIE,163664,LEMON BERNIE,UXHIT,,False,be,B,14/11/2019,RET,Still at premises,2022-09-08 07:33:00
LEMON JADE,589313,LEMON JADE,UXKZE,,False,bk,B,28/11/2019,RET,Transfer is complete,2022-09-05 07:31:00
LEMON JAPAN,409384,LEMON JAPAN,VXTXJ,,True,dkbd,B,28/05/2020,RET,Still at premises,2022-09-12 07:33:00
LEMON MARGOT,315072,LEMON MARGOT,VXMUX,,False,bk,B,22/02/2020,EUT,Died/Put To Sleep,2022-09-12 07:33:00
LEMON MOSSY,546198,LEMON MOSSY,UXUHZ,,True,bk,D,01/04/2019,RET,Transfer is complete,2022-09-16 07:33:00
LEMON NOEMIE,826825,LEMON NOEMIE,XXMLB,,False,bk,B,14/07/2021,DIE,Died/Put To Sleep,2022-09-08 07:33:00
LEMONITA,24438,LEMONITA,UYMPM,24/01/2020,False,wbk,B,27/10/2019,RET,Transfer is complete,2022-08-07 07:32:00
LENAS BONO,76404,LENAS BONO,TPLNT,,False,bk,D,12/06/2018,EUT,Died/Put To Sleep,2022-06-03 07:34:00
LEOS LAST ONE,507255,LEOS LAST ONE,TNASD,,False,bk,D,10/06/2018,RET,Licence Unsuspended,2022-08-20 07:34:00
LET HER LOOSE,641192,LET HER LOOSE,XTEQV,,False,bd,B,01/01/2021,DIE,Died/Put To Sleep,2022-08-23 07:32:00
LETHAL APPROACH,413255,LETHAL APPROACH,VXSYX,,False,bd,D,01/09/2020,EUT,Died/Put To Sleep,2022-09-08 07:33:00
LETHAL CHARM,413278,LETHAL CHARM,VXZKJ,,False,bk,B,01/09/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
LETITTOANNIE,908114,LETITTOANNIE,UPUSM,,False,ltf,B,17/05/2019,DIE,Died/Put To Sleep,2022-08-30 07:33:00
LIBBYS BEST,597548,LIBBYS BEST,VDYEZ,,False,bd,D,01/10/2020,EUT,Died/Put To Sleep,2022-09-03 07:34:00
LIBERTY GENT,618584,LIBERTY GENT,VDUYV,,False,bd,D,22/11/2020,DIE,Died/Put To Sleep,2022-09-12 07:33:00
LIBERTY PRIDE,808010,LIBERTY PRIDE,XXHKU,,False,bd,D,14/07/2021,DIE,Died/Put To Sleep,2022-08-26 07:33:00
LICKADOON BLAKE,78810,LICKADOON BLAKE,THTVJ,,False,bkw,B,14/06/2018,DIE,Died/Put To Sleep,2022-07-02 07:34:00
LIFE AND SOUL,799444,LIFE AND SOUL,XLPKX,,False,wbe,B,02/08/2021,DIE,Died/Put To Sleep,2022-08-26 07:33:00
LIFFEYSIDE RAMEZ,116419,LIFFEYSIDE RAMEZ,UPRPM,,False,bk,D,10/03/2019,DIE,Died/Put To Sleep,2022-07-24 07:33:00
LIGHT BREEZE,566546,LIGHT BREEZE,UYMZP,,False,bk,B,19/08/2019,DIE,Died/Put To Sleep,2022-07-04 07:32:00
LIGHTBULB MOMENT,14901,LIGHTBULB MOMENT,UNLDZ,21/08/2019,False,bk,B,06/04/2019,EUT,Died/Put To Sleep,2021-10-30 06:02:00
LIGHTFOOT POWER,942058,LIGHTFOOT POWER,XTIAT,13/11/2021,False,bk,D,13/11/2021,EUT,Died/Put To Sleep,2022-09-14 07:33:00
LIGHTS ON DANJOE,790221,LIGHTS ON DANJOE,VYMDE,,False,f,D,18/04/2020,DIE,Died/Put To Sleep,2022-08-25 07:34:00
LIKE A BUTTERFLY,630416,LIKE A BUTTERFLY,ULIJM,,False,bd,B,02/05/2019,RET,,2022-04-25 06:29:00
LIKEABLE FORCE,1253,LIKEABLE FORCE,SKXXE,26/02/2018,False,bk,D,03/11/2017,EUT,Died/Put To Sleep,2021-10-22 06:02:00
LIKEABLE PAT,340985,LIKEABLE PAT,VKDVH,,False,bk,D,05/09/2020,DIE,Died/Put To Sleep,2022-08-21 07:33:00
LILLIE ROAD,2706,LILLIE ROAD,SDJVR,26/06/2018,True,bk,B,25/04/2017,RET,Still at premises,2022-04-20 13:37:00
LILLIES BOOTS,626,LILLIES BOOTS,SXXUU,11/12/2017,False,bd,B,15/08/2017,EUT,Died/Put To Sleep,2021-11-18 09:35:00
LILLY LULA,13693,LILLY LULA,UREIS,24/07/2019,False,bk,B,01/03/2019,RET,Transfer is complete,2022-06-11 07:33:00
LILLYOFTHEVALLEY,14651,LILLYOFTHEVALLEY,TLQZI,14/08/2019,False,bk,B,23/04/2018,RET,Transfer is complete,2022-07-20 07:32:00
LILYS HONEY,506733,LILYS HONEY,TTMXY,,False,be,B,08/07/2018,EUT,Died/Put To Sleep,2022-07-31 07:33:00
LILYS LANE,756579,LILYS LANE,XDTTS,,False,bk,B,06/04/2021,DIE,Died/Put To Sleep,2022-09-04 07:32:00
LILYS LIGHTNING,649132,LILYS LIGHTNING,USLAA,,True,bk,D,08/09/2019,RET,Still at premises,2022-08-29 07:33:00
LILYWHITE DESIGN,336380,LILYWHITE DESIGN,XRXLZ,,False,bk,B,14/03/2021,DIE,Died/Put To Sleep,2022-08-02 07:32:00
LIMPY LIONEL,839737,LIMPY LIONEL,XXQTH,,False,bk,D,01/09/2021,DIE,Died/Put To Sleep,2022-09-07 07:34:00
LINE BUSY,941069,LINE BUSY,XRUEE,21/10/2021,False,wbk,D,21/10/2021,EUT,Died/Put To Sleep,2022-07-30 07:33:00
LINEN HALL STAG,873315,LINEN HALL STAG,XUISY,,False,f,D,06/09/2021,DIE,Died/Put To Sleep,2022-09-03 07:34:00
LINGERING BRUNO,22675,LINGERING BRUNO,UYTQV,02/01/2020,False,bd,D,30/07/2019,EUT,Died/Put To Sleep,2022-06-11 07:33:00
LINGERING GLAZE,627526,LINGERING GLAZE,XYDAQ,,False,bk,B,15/12/2020,EUT,Died/Put To Sleep,2022-09-13 07:33:00
LINGERING LOLLY,627503,LINGERING LOLLY,XYLUX,,False,bd,B,15/12/2020,DIE,Died/Put To Sleep,2022-09-13 07:33:00
LINGERING SKINNY,147942,LINGERING SKINNY,UYJDJ,,False,bd,B,30/07/2019,EUT,Died/Put To Sleep,2022-04-28 06:14:00
LINGERING SLICK,575907,LINGERING SLICK,UYTRV,,False,bk,B,30/07/2019,EUT,Died/Put To Sleep,2022-09-12 07:33:00
LINGERINGMILLIE,220508,LINGERINGMILLIE,XYZTJ,,False,bk,B,15/12/2020,DIE,Died/Put To Sleep,2022-09-13 07:33:00
LINGRAWN BUSTER,69672,LINGRAWN BUSTER,TRDJZ,,False,bk,D,01/01/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
LINGRAWN ELODY,105234,LINGRAWN ELODY,URDKS,,False,bk,B,19/12/2018,DIE,Died/Put To Sleep,2022-06-23 07:32:00
LINGRAWN SALMON,498451,LINGRAWN SALMON,TRVSR,,False,wbd,D,01/01/2018,DIE,Died/Put To Sleep,2022-09-05 07:31:00
LINK ME HOME,73910,LINK ME HOME,TXKYD,,False,bdw,B,01/05/2018,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LINWOOD LEADER,77993,LINWOOD LEADER,TPSZZ,,False,bk,D,08/06/2018,DIE,Died/Put To Sleep,2022-09-01 07:33:00
LIOSDALE CHASE,446841,LIOSDALE CHASE,VVAHN,,False,bkw,D,01/09/2020,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LIOSGARBH DEPP,936139,LIOSGARBH DEPP,XRXAV,14/09/2021,False,bk,D,14/09/2021,DIE,Died/Put To Sleep,2022-05-19 07:33:00
LIOSGARBH LILA,751235,LIOSGARBH LILA,VRUUZ,,False,bk,B,10/08/2020,RET,Still at premises,2022-08-30 07:33:00
LIPPY GIRL,551232,LIPPY GIRL,UPHQA,,False,bk,B,27/04/2019,RET,Out of Retirement,2022-09-12 07:33:00
LISAHANE JACK,79135,LISAHANE JACK,TPTJZ,,False,bk,D,19/06/2018,DIE,Died/Put To Sleep,2022-09-01 07:33:00
LISAHANE SECRETO,488302,LISAHANE SECRETO,RRVEY,,False,bk,D,11/06/2016,EUT,Died/Put To Sleep,2022-07-31 07:33:00
LISATUNNY ROBIN,465,LISATUNNY ROBIN,RQHPI,29/11/2017,False,bk,B,05/08/2016,RET,Licence Unsuspended,2022-04-20 12:45:00
LISBANE SUE,6006,LISBANE SUE,THDBN,08/11/2018,False,be,B,25/06/2018,DIE,Died/Put To Sleep,2021-12-25 06:01:00
LISCARRA DREAM,732724,LISCARRA DREAM,XYIIN,,False,bk,D,01/03/2021,EUT,Died/Put To Sleep,2022-09-13 07:33:00
LISDALEEN JOXER,105996,LISDALEEN JOXER,UXRSZ,,False,bd,D,12/01/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LISHEEN RUBY,258990,LISHEEN RUBY,TXYAY,,False,bk,B,16/09/2018,RET,,2022-01-07 06:02:00
LISHEEN SNOWY,90359,LISHEEN SNOWY,TXNRN,,True,bk,B,16/09/2018,RET,Still at premises,2022-01-07 06:02:00
LISMADINE ERIN,935086,LISMADINE ERIN,YVATV,22/12/2021,False,bk,B,22/12/2021,DIE,Died/Put To Sleep,2022-07-07 07:33:00
LISNABOY BILLY,261853,LISNABOY BILLY,VLHKX,,False,bk,D,18/08/2020,DIE,Died/Put To Sleep,2022-04-23 06:22:00
LISNAGAR FLYER,202005,LISNAGAR FLYER,VLETT,,False,fw,D,25/11/2020,EUT,Died/Put To Sleep,2022-04-22 06:07:00
LISNAKILL BENSON,547382,LISNAKILL BENSON,UDKKZ,,False,bk,D,15/03/2019,EUT,Died/Put To Sleep,2022-08-18 07:34:00
LISNAKILL DELBOY,497295,LISNAKILL DELBOY,TBRLM,,True,bk,D,13/02/2018,RET,Out of Retirement,2022-09-04 07:32:00
LISNAKILL MESSI,54561,LISNAKILL MESSI,QBXMK,,False,bk,D,19/06/2015,RET,Still at premises,2022-05-16 11:16:00
LISNAKILL VERNON,252478,LISNAKILL VERNON,UBEND,,False,bk,D,16/10/2019,EUT,Died/Put To Sleep,2022-07-27 07:34:00
LISNASTRANE BOLT,495519,LISNASTRANE BOLT,TBXBQ,,False,bk,D,06/12/2017,EUT,Died/Put To Sleep,2022-02-28 06:30:00
LISS ANN,863539,LISS ANN,XLTLA,,False,bk,B,16/09/2021,RET,Still at premises,2022-02-28 06:30:00
LISSATOUK BEN,70394,LISSATOUK BEN,SQBNX,,False,bk,D,01/09/2017,DIE,Died/Put To Sleep,2022-09-14 07:33:00
LISSYCASEY JONJO,256566,LISSYCASEY JONJO,XYUJE,,False,be,D,26/01/2021,DIE,Died/Put To Sleep,2022-09-04 07:32:00
LISSYCASEY WILLO,256507,LISSYCASEY WILLO,XYAKN,,False,be,B,26/01/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LISTELLICK LASS,561623,LISTELLICK LASS,UYUNZ,,False,bk,B,21/07/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
LISTEN BRICKER,897117,LISTEN BRICKER,XXNBY,,False,bkw,D,09/09/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
LISTEN BUBBLES,589226,LISTEN BUBBLES,UXBLP,,False,be,B,01/12/2019,RET,Still at premises,2022-09-14 07:33:00
LISTEN KIVA,553186,LISTEN KIVA,UXQKN,,False,bk,B,19/04/2019,RET,Still at premises,2022-08-21 07:33:00
LITTLE LOUIS,180288,LITTLE LOUIS,XPIDK,,False,bk,D,02/11/2020,DIE,Died/Put To Sleep,2022-04-20 13:06:00
LIVINGONACHAIR,526406,LIVINGONACHAIR,TXNXZ,,False,bk,D,23/09/2018,RET,Still at premises,2022-08-19 07:34:00
LIXNAW MEDALS,5972,LIXNAW MEDALS,TYSXI,02/11/2018,False,bk,D,21/06/2018,EUT,Died/Put To Sleep,2022-04-28 06:14:00
LIXNAW VILLA,91520,LIXNAW VILLA,TDQHK,,False,bebd,B,01/09/2018,DIE,Died/Put To Sleep,2022-08-06 07:34:00
LIZZYS LOTTERY,824365,LIZZYS LOTTERY,XHHYV,,False,bk,B,25/06/2021,DIE,Died/Put To Sleep,2022-07-01 07:33:00
LOADS OF FUN,497508,LOADS OF FUN,THQNJ,,True,bk,B,20/02/2018,RET,Still at premises,2021-10-02 06:01:00
LOCHDARA CHICK,758847,LOCHDARA CHICK,XDDHA,,False,bebd,B,06/05/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
LOCOMOTION,615945,LOCOMOTION,VRKRQ,,False,bk,B,18/10/2020,RET,Still at premises,2022-09-04 07:32:00
LODGEFIELD DIOR,128671,LODGEFIELD DIOR,UTZBB,,False,bk,B,29/05/2019,EUT,Died/Put To Sleep,2022-01-21 06:03:00
LODGEFIELD FIRE,17134,LODGEFIELD FIRE,UTBDI,25/09/2019,False,bd,D,29/05/2019,EUT,Died/Put To Sleep,2022-07-02 07:34:00
LODGEFIELD GIRLO,728954,LODGEFIELD GIRLO,XTYTQ,,False,bebd,B,24/02/2021,EUT,Died/Put To Sleep,2022-08-27 07:32:00
LODGEFIELD LARRY,95762,LODGEFIELD LARRY,TTNRU,,False,bk,D,02/11/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
LODGEFIELD ZARA,524113,LODGEFIELD ZARA,TTUKB,,False,bk,B,02/11/2018,EUT,Died/Put To Sleep,2022-09-04 07:32:00
LOG IN,301109,LOG IN,VVEHR,,False,bk,B,24/12/2019,EUT,Died/Put To Sleep,2022-05-19 07:33:00
LOHER BLAKE,489356,LOHER BLAKE,RYIYB,,False,bk,D,16/11/2016,RET,Still at premises,2022-09-16 07:33:00
LOHER ROSE,57163,LOHER ROSE,RYAAU,,False,bk,B,16/11/2016,RET,Still at premises,2022-01-13 06:03:00
LOLA CRACKER,207432,LOLA CRACKER,VDAQE,,False,bd,B,22/11/2020,EUT,Died/Put To Sleep,2022-08-14 07:32:00
LOLAS OIS,189118,LOLAS OIS,VXXTA,,False,wbk,B,19/08/2020,DIE,Died/Put To Sleep,2022-06-11 07:33:00
LOLOS AGNES,92592,LOLOS AGNES,TKYXE,,False,bk,B,16/07/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
LOLOS DAISY,933617,LOLOS DAISY,XKTYU,26/07/2021,False,be,B,26/07/2021,EUT,Died/Put To Sleep,2022-08-26 07:33:00
LOLOS FURY,92702,LOLOS FURY,TKRNX,,False,bk,D,16/07/2018,RET,,2022-09-03 07:34:00
LOLOS JEDI,933462,LOLOS JEDI,XKYBX,26/07/2021,False,bk,D,26/07/2021,EUT,Died/Put To Sleep,2022-08-26 07:33:00
LOLOS MAGIC,92794,LOLOS MAGIC,TKJPL,,False,bk,D,16/07/2018,RET,Licence Unsuspended,2022-08-31 07:34:00
LOLOS MESSI,92852,LOLOS MESSI,TKIBN,,False,bk,D,16/07/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
LOLOS ROGER,92928,LOLOS ROGER,TKBUK,,False,bk,D,16/07/2018,RET,Licence Unsuspended,2022-07-02 07:34:00
LOLOS ROSSI,933555,LOLOS ROSSI,XKHNH,26/07/2021,False,bk,B,26/07/2021,EUT,Died/Put To Sleep,2022-08-26 07:33:00
LOLOS SARAH,933525,LOLOS SARAH,XKKMK,26/07/2021,False,be,B,26/07/2021,DIE,Died/Put To Sleep,2022-08-26 07:33:00
LONG CHICAGO,735351,LONG CHICAGO,XXDZU,,False,bk,D,14/04/2021,DIE,Died/Put To Sleep,2022-08-26 07:33:00
LONG ISABELLE,11903,LONG ISABELLE,UXVYD,27/05/2019,False,be,B,18/02/2019,EUT,Died/Put To Sleep,2022-04-22 06:07:00
LONG LIBERTY,611559,LONG LIBERTY,XXHAK,,False,bk,D,17/10/2020,DIE,Died/Put To Sleep,2022-08-26 07:33:00
LONG MILE PEARL,847519,LONG MILE PEARL,XPPBH,,False,bebd,B,01/09/2021,DIE,Died/Put To Sleep,2022-08-17 07:36:00
LONG TRUCKER,101563,LONG TRUCKER,TXQZZ,,False,bk,D,26/09/2018,DIE,Died/Put To Sleep,2022-09-05 07:31:00
LONGTIMEFLAME,528148,LONGTIMEFLAME,TXLKN,,False,bk,D,14/11/2018,EUT,Died/Put To Sleep,2022-09-16 07:33:00
LONGTIMEMAJOR,64205,LONGTIMEMAJOR,TSIXT,,True,dkbd,D,04/01/2018,RET,Still at premises,2022-08-27 07:32:00
LONGVIEW HELEN,516396,LONGVIEW HELEN,TPXPD,,False,bk,B,14/07/2018,RET,Still at premises,2022-09-11 07:34:00
LOOSTER JAMIE,62024,LOOSTER JAMIE,SYVSB,,False,bk,D,29/09/2017,RET,,2022-09-04 07:32:00
LOOSTER MINNIE,784898,LOOSTER MINNIE,XYHKN,,False,bk,B,20/06/2021,DIE,Died/Put To Sleep,2022-08-25 07:34:00
LORD BOOMERANG,493492,LORD BOOMERANG,SDYUB,,False,bk,D,29/11/2017,RET,Still at premises,2022-09-14 07:33:00
LORD RUSTY,490036,LORD RUSTY,SQYJS,,False,bd,D,09/09/2017,RET,Still at premises,2022-09-14 07:33:00
LORENZO FIVE,453667,LORENZO FIVE,UYYLL,,False,bk,D,18/02/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
LORRAINE MACHINE,77587,LORRAINE MACHINE,TDTXR,,False,bk,B,12/06/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
LORUM MAC,116823,LORUM MAC,UYYTD,,False,bk,D,21/04/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
LOST SOUL,799133,LOST SOUL,XLPJX,,False,wbe,D,02/08/2021,DIE,Died/Put To Sleep,2022-08-14 07:32:00
LOUD NOISE,737351,LOUD NOISE,XUSPL,,False,bk,D,05/05/2021,DIE,Died/Put To Sleep,2022-09-03 07:34:00
LOUGH MILLIGAN,733074,LOUGH MILLIGAN,VBBKM,,False,wbk,D,06/09/2020,DIE,Died/Put To Sleep,2022-08-18 07:34:00
LOUGH MIZEN,620448,LOUGH MIZEN,VBNVZ,,False,bk,D,19/09/2020,DIE,Died/Put To Sleep,2022-08-23 07:32:00
LOUGHDROMIN BOY,88445,LOUGHDROMIN BOY,TUSAX,,False,bk,D,05/07/2018,EUT,Died/Put To Sleep,2022-06-11 07:33:00
